language,created_at,watchers_sum,forks_sum,count
JavaScript,2011-01-28,15648,1216,63
JavaScript,2010-01-02,19095,2145,35
JavaScript,2009-08-28,117,52,5
JavaScript,2009-07-07,6283,1065,38
JavaScript,2011-02-12,52087,4092,132
JavaScript,2008-12-12,2108,389,13
JavaScript,2010-07-19,7623,727,45
JavaScript,2011-08-16,254830,17229,328
JavaScript,2011-04-19,7480,742,104
JavaScript,2010-09-17,2068,379,57
JavaScript,2010-10-04,90754,13509,391
JavaScript,2011-12-20,1143898,65710,930
JavaScript,2010-06-23,12270,1584,105
JavaScript,2010-01-10,1344,696,32
JavaScript,2009-06-28,20,4,2
JavaScript,2008-12-24,7547,2414,22
JavaScript,2011-07-07,58623,4805,322
JavaScript,2009-08-30,7247,615,28
JavaScript,2010-10-23,7703,613,138
JavaScript,2011-07-28,1448,187,75
JavaScript,2010-01-21,128,13,2
JavaScript,2011-02-22,1393,217,46
JavaScript,2009-05-27,23769693,2758766,1727
JavaScript,2010-01-04,65,11,4
JavaScript,2010-03-21,28652,3240,102
JavaScript,2011-09-14,6688,940,351
JavaScript,2009-06-10,7362,2220,79
JavaScript,2008-10-28,12,4,2
JavaScript,2008-11-12,256,28,4
JavaScript,2009-03-31,1802,309,31
JavaScript,2010-12-22,4679,1256,95
JavaScript,2011-04-03,26361,3931,109
JavaScript,2009-04-11,20063,1670,20
JavaScript,2010-09-12,11699,3887,104
JavaScript,2012-01-18,14131,3462,1291
JavaScript,2011-11-30,75550,7265,722
JavaScript,2009-10-13,4,2,1
JavaScript,2010-11-17,20245,1932,129
JavaScript,2011-12-21,558673,41872,1176
JavaScript,2009-08-23,179,32,2
JavaScript,2010-08-24,965,127,37
JavaScript,2010-11-09,90096,18347,284
JavaScript,2011-01-21,223398,27097,438
JavaScript,2011-02-09,25050,1877,116
JavaScript,2010-01-11,168522,30334,166
JavaScript,2009-10-24,5,1,1
JavaScript,2011-08-29,30041,12956,670
JavaScript,2010-09-03,131446,10086,177
JavaScript,2011-06-23,4289,1234,193
JavaScript,2010-10-19,7234,2693,77
JavaScript,2012-01-06,23245,3131,521
JavaScript,2010-09-09,83211,5599,375
JavaScript,2009-01-02,1588,201,5
JavaScript,2010-01-23,1539,116,27
JavaScript,2011-10-07,42029,4780,384
JavaScript,2011-08-13,98988,14598,311
JavaScript,2010-02-17,11267,584,83
JavaScript,2011-02-20,8371,661,93
JavaScript,2012-01-14,1888,771,408
JavaScript,2010-06-03,3086,1933,30
JavaScript,2009-11-15,948,172,22
JavaScript,2010-11-29,102364,6925,128
JavaScript,2010-03-01,36,11,4
JavaScript,2010-12-04,384,101,15
JavaScript,2011-09-11,3204,857,274
JavaScript,2009-01-09,110,25,1
JavaScript,2009-05-07,121,64,9
JavaScript,2009-12-12,2690,579,19
JavaScript,2011-03-21,10999,762,110
JavaScript,2008-05-22,1918,283,5
JavaScript,2010-07-11,113,23,6
JavaScript,2010-08-18,26095,3308,141
JavaScript,2010-05-09,12792,1299,47
JavaScript,2008-12-19,801,125,8
JavaScript,2011-03-02,90389,6808,175
JavaScript,2011-12-09,1136895,107933,1169
JavaScript,2012-02-18,4763,1394,929
JavaScript,2008-12-28,299,48,17
JavaScript,2009-04-26,13,3,1
JavaScript,2008-08-07,110,20,2
JavaScript,2011-04-17,29466,4169,216
JavaScript,2010-04-14,43000,5925,153
JavaScript,2012-01-15,3520,905,690
JavaScript,2010-03-26,30731,4829,106
JavaScript,2009-09-10,66,28,5
JavaScript,2012-01-13,66585,7011,841
JavaScript,2010-06-18,514,94,26
JavaScript,2012-02-08,4170,2090,1214
JavaScript,2011-10-12,12115,1904,314
JavaScript,2009-12-16,54034,4759,133
JavaScript,2011-11-21,3310,970,353
JavaScript,2012-03-25,408660,16658,3351
JavaScript,2010-08-28,123,38,17
JavaScript,2008-12-10,8,0,4
JavaScript,2011-09-13,13908,1467,289
JavaScript,2011-02-07,443297,30222,394
JavaScript,2009-03-19,98779,8671,56
JavaScript,2010-01-22,8494,1241,34
JavaScript,2011-10-30,15056,1381,329
JavaScript,2008-12-23,140,17,4
JavaScript,2010-03-27,273,147,7
JavaScript,2009-11-01,2976,359,41
JavaScript,2012-03-15,41366,7907,4875
JavaScript,2010-04-09,19381,3617,183
JavaScript,2008-05-03,569,166,2
JavaScript,2011-09-06,40242,18168,486
JavaScript,2009-06-04,505,146,6
JavaScript,2010-05-05,178718,33877,162
JavaScript,2010-10-21,5763,3630,103
JavaScript,2009-01-05,59762,6094,110
JavaScript,2010-03-23,7029394,773257,1264
JavaScript,2011-12-10,2602,483,230
JavaScript,2009-01-16,12421,4984,145
JavaScript,2009-12-04,42,15,3
JavaScript,2010-05-26,505286,61707,253
JavaScript,2012-01-30,7762,1650,664
JavaScript,2008-09-26,430,105,1
JavaScript,2009-09-27,88,16,8
JavaScript,2010-07-06,2231,117,32
JavaScript,2009-08-22,1155,180,5
JavaScript,2010-07-31,332512,29388,196
JavaScript,2011-07-30,5780,1009,120
JavaScript,2009-10-21,219,30,8
JavaScript,2010-02-23,9178,6772,56
JavaScript,2010-05-07,51404,5579,129
JavaScript,2009-03-06,217,25,9
JavaScript,2009-06-01,2,1,1
JavaScript,2009-04-28,51,14,2
JavaScript,2010-03-03,21185,3755,138
JavaScript,2008-07-02,263,36,3
JavaScript,2008-09-20,2069,1559,11
JavaScript,2009-11-02,3245,328,13
JavaScript,2009-06-27,39,12,2
JavaScript,2010-02-02,99,28,10
JavaScript,2009-10-25,2352596,227527,546
JavaScript,2011-04-22,82560,4667,223
JavaScript,2010-11-22,1156,124,45
JavaScript,2008-07-10,88,13,5
JavaScript,2011-03-17,5643,872,72
JavaScript,2009-02-09,13,0,11
JavaScript,2009-08-05,27351,4710,37
JavaScript,2009-10-16,15,4,1
JavaScript,2011-06-12,3644,657,137
JavaScript,2009-11-23,19,10,9
JavaScript,2010-01-17,4461,441,23
JavaScript,2012-03-24,8171,3962,3778
JavaScript,2012-02-07,34849,5052,1107
JavaScript,2010-08-02,49055,6728,94
JavaScript,2010-09-06,364,118,22
JavaScript,2010-09-21,4626,552,67
JavaScript,2009-07-04,2,2,1
JavaScript,2011-12-13,3422,1594,650
JavaScript,2009-06-21,19769,3318,36
JavaScript,2009-06-03,200,51,8
JavaScript,2008-08-14,8,0,4
JavaScript,2010-03-15,1269,379,28
JavaScript,2009-12-24,109,14,7
JavaScript,2011-01-05,849,262,62
JavaScript,2008-08-24,106807,10834,73
JavaScript,2011-02-01,4747,1396,157
JavaScript,2012-03-26,11438,3035,3189
JavaScript,2009-07-25,6553,757,19
JavaScript,2011-10-03,4454,986,315
JavaScript,2010-11-25,5289,632,35
JavaScript,2009-03-10,3801,716,15
JavaScript,2011-07-01,24066,2901,136
JavaScript,2011-05-18,2511,577,128
JavaScript,2011-06-09,9603,1281,158
JavaScript,2008-01-29,145,33,1
JavaScript,2011-09-02,723934,192724,2005
JavaScript,2009-11-19,4322,1036,54
JavaScript,2012-03-22,6460,3630,3908
JavaScript,2011-02-06,3565,723,155
JavaScript,2012-03-03,18695,4315,1713
JavaScript,2009-07-31,54565,5650,81
JavaScript,2008-12-11,119,24,2
JavaScript,2011-06-04,14693,1604,156
JavaScript,2011-01-03,6656,1026,91
JavaScript,2011-05-19,39897,3789,206
JavaScript,2011-10-26,12553,2309,401
JavaScript,2010-04-11,60623,5894,86
JavaScript,2011-07-08,1307,327,166
JavaScript,2008-04-24,0,2,2
JavaScript,2011-02-13,33133,2158,179
JavaScript,2011-12-29,5267,1848,348
JavaScript,2011-03-27,1881,207,76
JavaScript,2011-09-17,184393,65896,843
JavaScript,2011-12-11,2145,459,310
JavaScript,2008-11-24,9,2,1
JavaScript,2009-12-27,302,35,5
JavaScript,2012-01-11,3813,1057,539
JavaScript,2010-11-01,22636,15853,240
JavaScript,2008-04-17,10,0,1
JavaScript,2010-04-02,771,105,10
JavaScript,2009-10-04,938234,137769,520
JavaScript,2008-05-05,467,142,8
JavaScript,2011-12-08,416716,27936,751
JavaScript,2009-10-03,1063,384,16
JavaScript,2011-05-29,5950,876,96
JavaScript,2010-04-18,6718,1034,18
JavaScript,2011-01-16,534,178,90
JavaScript,2010-02-05,1214,133,12
JavaScript,2011-11-08,1310,278,187
JavaScript,2008-04-01,67568,13723,32
JavaScript,2009-03-03,148691,22081,121
JavaScript,2010-08-21,1110,166,23
JavaScript,2010-03-10,668,52,6
JavaScript,2010-06-24,2100,505,32
JavaScript,2009-08-06,6111,525,35
JavaScript,2012-01-25,31107,3614,1068
JavaScript,2011-06-01,13085,1193,98
JavaScript,2011-04-12,23195,3419,280
JavaScript,2010-10-05,29072,4038,258
JavaScript,2011-03-05,4778,1009,103
JavaScript,2009-01-29,9876,1161,12
JavaScript,2010-01-20,24166,1629,65
JavaScript,2009-12-25,521,342,12
JavaScript,2011-10-31,1284,400,214
JavaScript,2008-10-14,167,0,2
JavaScript,2008-12-18,1443,144,10
JavaScript,2012-01-27,5527,1497,829
JavaScript,2009-01-13,720,142,8
JavaScript,2010-12-31,296966,21751,262
JavaScript,2011-08-15,587,237,130
JavaScript,2011-02-05,19300,6650,198
JavaScript,2010-12-14,15967,2367,62
JavaScript,2011-10-25,30253,5186,555
JavaScript,2011-11-01,98107,8588,627
JavaScript,2011-06-03,505394,55511,468
JavaScript,2011-07-09,39303,8759,359
JavaScript,2010-10-06,34696,6756,275
JavaScript,2011-10-27,10811,3219,576
JavaScript,2008-11-18,5,3,1
JavaScript,2011-08-04,24404,2711,276
JavaScript,2009-02-07,1086,112,9
JavaScript,2009-08-21,146,66,7
JavaScript,2008-03-26,223045,22922,114
JavaScript,2010-02-13,390,28,6
JavaScript,2008-09-15,845,147,7
JavaScript,2008-09-02,1561,420,3
JavaScript,2010-01-05,296520,48937,458
JavaScript,2011-03-29,6659,848,146
JavaScript,2009-10-23,69,34,8
JavaScript,2010-01-09,14944,1020,187
JavaScript,2011-10-09,59247,3793,319
JavaScript,2009-08-25,499,156,19
JavaScript,2010-02-14,24,4,3
JavaScript,2010-05-29,3283,367,16
JavaScript,2011-03-09,14428,1503,139
JavaScript,2011-02-18,17515,1995,117
JavaScript,2008-07-05,4425,776,47
JavaScript,2009-04-18,1061,129,7
JavaScript,2011-01-27,2607,1020,124
JavaScript,2011-12-31,4958,737,151
JavaScript,2010-11-18,183184,21839,173
JavaScript,2010-05-12,78,53,27
JavaScript,2011-11-05,102778,14497,539
JavaScript,2010-06-19,216359,31902,149
JavaScript,2011-09-05,32095,4970,324
JavaScript,2010-12-25,63,8,3
JavaScript,2009-08-04,21484,2850,38
JavaScript,2009-01-12,7,0,1
JavaScript,2011-11-28,10405,1921,589
JavaScript,2011-08-01,9151,1227,267
JavaScript,2010-07-27,114769,16316,236
JavaScript,2010-06-15,8003,672,35
JavaScript,2011-03-24,8239,1032,136
JavaScript,2012-03-20,8766,4481,4667
JavaScript,2010-06-07,27946,1332,34
JavaScript,2010-08-27,3772,288,39
JavaScript,2009-12-29,482,70,14
JavaScript,2008-11-17,155,14,4
JavaScript,2011-01-08,14814,1896,114
JavaScript,2011-10-23,37111,6585,250
JavaScript,2010-07-14,31948,2479,94
JavaScript,2009-07-28,2804,273,23
JavaScript,2008-11-26,77,5,1
JavaScript,2009-07-24,192697,24916,134
JavaScript,2008-08-28,3,6,3
JavaScript,2010-08-31,4618,796,38
JavaScript,2012-03-27,7040,3087,3263
JavaScript,2009-10-19,16551,7505,92
JavaScript,2012-02-14,35205,11798,1458
JavaScript,2010-09-30,6731479,894856,1028
JavaScript,2009-04-27,1308,91,8
JavaScript,2011-03-26,413476,67533,460
JavaScript,2011-03-13,7377,5452,1797
JavaScript,2011-09-01,70258,7229,409
JavaScript,2010-07-21,257118,11157,105
JavaScript,2010-02-01,27423,2836,82
JavaScript,2011-07-27,22156,4659,534
JavaScript,2011-05-02,2006,392,111
JavaScript,2010-04-07,1957,464,51
JavaScript,2011-01-26,41157,6636,143
JavaScript,2008-09-09,6,2,1
JavaScript,2009-10-31,3082,981,19
JavaScript,2010-03-02,14135,1983,86
JavaScript,2009-09-05,1155,142,14
JavaScript,2011-06-30,16601,2429,221
JavaScript,2010-08-06,9378,1790,30
JavaScript,2010-08-14,200,32,5
JavaScript,2011-05-12,8549,1938,137
JavaScript,2010-05-25,32130,3019,126
JavaScript,2011-02-10,9580,1626,215
JavaScript,2012-02-24,34723,4455,1876
JavaScript,2011-07-20,5914,555,169
JavaScript,2010-01-28,6560,3738,41
JavaScript,2010-07-04,1991,351,38
JavaScript,2009-11-28,339,51,14
JavaScript,2010-03-25,5786,600,78
JavaScript,2011-02-24,78648,33387,334
JavaScript,2010-10-16,2455,407,51
JavaScript,2009-07-29,615,195,13
JavaScript,2011-09-27,5201,1020,343
JavaScript,2010-06-29,50029,4343,151
JavaScript,2008-12-02,574543,61191,199
JavaScript,2011-04-30,337326,39184,184
JavaScript,2011-09-03,7769,1475,167
JavaScript,2010-02-21,143407,8151,142
JavaScript,2008-12-01,20,4,4
JavaScript,2009-09-12,3431,408,13
JavaScript,2011-01-07,25365,1654,176
JavaScript,2012-02-11,123443,8577,1002
JavaScript,2012-01-20,29650,4383,1465
JavaScript,2011-05-10,1182,208,64
JavaScript,2009-11-20,4238,439,15
JavaScript,2008-10-20,19,4,1
JavaScript,2008-11-19,681,69,4
JavaScript,2010-05-01,2720,276,30
JavaScript,2011-09-30,2309841,329739,2402
JavaScript,2008-03-15,3362,924,8
JavaScript,2010-10-02,2271,199,23
JavaScript,2010-12-08,391,85,19
JavaScript,2010-06-25,50,18,3
JavaScript,2010-10-08,2837,415,49
JavaScript,2011-10-16,28398,3384,280
JavaScript,2010-04-10,1087,199,17
JavaScript,2010-05-02,878,123,17
JavaScript,2012-02-19,28623,4386,1371
JavaScript,2008-10-15,18445,2008,58
JavaScript,2010-10-26,16862,2809,97
JavaScript,2011-11-13,4517,1779,358
JavaScript,2011-05-16,4204,1415,219
JavaScript,2010-10-18,11846,3041,220
JavaScript,2010-09-25,115863,10772,248
JavaScript,2010-04-30,29,10,5
JavaScript,2009-04-08,853,144,7
JavaScript,2010-11-04,42900,6071,161
JavaScript,2009-04-12,58,19,1
JavaScript,2011-02-27,177398,24191,184
JavaScript,2008-12-16,18,12,6
JavaScript,2011-11-18,21671,3697,896
JavaScript,2011-10-04,86362,36428,923
JavaScript,2010-05-27,270,99,56
JavaScript,2010-11-26,5661,1907,103
JavaScript,2012-01-19,7082,2123,1006
JavaScript,2010-06-20,521,101,16
JavaScript,2011-09-28,3161,789,407
JavaScript,2010-11-06,2734,682,32
JavaScript,2011-02-16,5593,1052,195
JavaScript,2008-06-30,37,5,1
JavaScript,2009-09-06,164,81,43
JavaScript,2010-12-12,437,131,30
JavaScript,2010-08-23,9630,1828,105
JavaScript,2010-05-22,35,35,17
JavaScript,2011-06-16,36351,4652,162
JavaScript,2011-02-02,7369,1249,295
JavaScript,2011-07-11,1471,496,188
JavaScript,2010-06-26,353,33,12
JavaScript,2010-08-15,505612,32660,244
JavaScript,2010-09-07,1898,836,34
JavaScript,2009-06-07,61455,5630,45
JavaScript,2009-07-15,458,87,6
JavaScript,2009-12-01,14379,1582,67
JavaScript,2010-10-13,3342,369,70
JavaScript,2012-01-04,14467,999,371
JavaScript,2009-07-09,680,46,5
JavaScript,2010-01-06,4362,1094,39
JavaScript,2011-10-29,183007,16159,567
JavaScript,2009-01-27,933,202,11
JavaScript,2011-07-16,326,131,112
JavaScript,2009-02-17,1520,526,9
JavaScript,2012-03-14,9544,4280,4084
JavaScript,2011-05-24,1489,485,206
JavaScript,2008-07-16,1025,208,4
JavaScript,2010-07-26,10093,1339,74
JavaScript,2011-08-12,2439,755,245
JavaScript,2010-05-11,7499,505,28
JavaScript,2008-09-05,169,64,2
JavaScript,2008-08-06,2792,446,13
JavaScript,2011-05-07,1024,186,64
JavaScript,2009-03-23,99,20,4
JavaScript,2009-06-18,19,4,2
JavaScript,2009-12-20,2912,216,17
JavaScript,2008-07-29,2514,449,11
JavaScript,2008-11-05,30975,5978,76
JavaScript,2012-02-15,11062,2963,1518
JavaScript,2009-10-22,722,60,8
JavaScript,2011-12-19,36261,7799,376
JavaScript,2008-09-30,479,68,3
JavaScript,2010-11-13,6846,434,41
JavaScript,2012-03-04,7409,2545,1766
JavaScript,2011-04-09,8668,1487,81
JavaScript,2009-09-21,4988,546,23
JavaScript,2008-07-21,3590,280,17
JavaScript,2009-07-20,49,7,3
JavaScript,2008-07-14,50,13,1
JavaScript,2010-09-01,26926,2331,86
JavaScript,2010-02-08,3726,760,38
JavaScript,2009-05-11,35,4,2
JavaScript,2012-03-05,318912,38465,4267
JavaScript,2009-11-30,12052,951,32
JavaScript,2009-09-22,11461,572,38
JavaScript,2011-08-05,9036,1472,178
JavaScript,2012-03-31,1319,951,1237
JavaScript,2010-03-17,427,129,17
JavaScript,2011-11-20,3038,1354,307
JavaScript,2011-01-11,501,92,42
JavaScript,2011-08-20,20060,1242,192
JavaScript,2010-03-31,32087,3206,53
JavaScript,2009-01-30,405,83,5
JavaScript,2010-09-18,536698,69085,359
JavaScript,2010-05-23,115,85,75
JavaScript,2009-05-24,50,12,3
JavaScript,2010-03-14,2731,1521,21
JavaScript,2011-10-05,69186,7242,557
JavaScript,2009-09-29,1299941,136328,518
JavaScript,2009-09-24,2144,196,17
JavaScript,2011-03-06,2379,530,73
JavaScript,2010-05-30,15329,1149,35
JavaScript,2011-03-22,2614,574,148
JavaScript,2010-09-16,10657,1615,73
JavaScript,2010-02-12,317,52,12
JavaScript,2010-01-16,8793,2239,46
JavaScript,2011-09-24,2486,577,176
JavaScript,2009-04-03,9747028,1120159,766
JavaScript,2009-09-25,2316600,177754,462
JavaScript,2011-08-10,3661,717,330
JavaScript,2010-01-24,7943591,1156772,712
JavaScript,2010-11-16,3205,496,53
JavaScript,2011-09-21,370547,27443,1175
JavaScript,2012-01-01,763,390,323
JavaScript,2010-02-25,1335,90,14
JavaScript,2009-02-20,83,10,2
JavaScript,2011-06-06,82999,12115,288
JavaScript,2008-09-24,43,3,1
JavaScript,2010-04-05,12219,1494,41
JavaScript,2010-05-15,205,44,12
JavaScript,2010-02-26,39126,8088,32
JavaScript,2008-06-27,195,30,1
JavaScript,2011-01-19,213442,26345,362
JavaScript,2011-12-15,6656,1645,693
JavaScript,2009-07-14,294,46,10
JavaScript,2010-11-19,47016,9189,175
JavaScript,2012-01-03,28867,1923,876
JavaScript,2008-06-26,38,10,3
JavaScript,2011-07-15,100052,9864,229
JavaScript,2010-12-21,2176,390,37
JavaScript,2009-07-19,62,11,4
JavaScript,2011-03-01,1505,259,90
JavaScript,2009-06-02,44088,10996,55
JavaScript,2009-08-17,560,455,7
JavaScript,2008-11-11,81,12,1
JavaScript,2009-05-13,513,15,43
JavaScript,2009-12-11,17,9,5
JavaScript,2011-10-10,12544,1761,281
JavaScript,2012-03-30,2501,1618,1972
JavaScript,2009-08-14,129,37,4
JavaScript,2009-10-15,11578,2341,168
JavaScript,2011-06-05,3051,592,90
JavaScript,2010-10-14,2574,334,36
JavaScript,2011-05-03,8173,1111,126
JavaScript,2010-07-03,1787,376,36
JavaScript,2011-11-14,3856,1021,361
JavaScript,2011-04-24,1298,246,43
JavaScript,2010-10-27,919826,195820,566
JavaScript,2010-03-12,151525,6752,154
JavaScript,2011-06-18,11578,1971,242
JavaScript,2009-05-20,4,2,2
JavaScript,2010-04-03,315,45,9
JavaScript,2012-02-28,10714,2966,2161
JavaScript,2010-12-28,285599,24842,221
JavaScript,2009-10-18,618,64,8
JavaScript,2009-09-28,615,82,41
JavaScript,2009-05-22,21,9,4
JavaScript,2010-06-17,129,16,6
JavaScript,2012-02-05,275444,30986,985
JavaScript,2009-04-06,54,11,3
JavaScript,2010-07-24,175359,18971,189
JavaScript,2010-12-16,10043,1303,50
JavaScript,2009-09-16,1669,288,6
JavaScript,2008-04-14,216,36,18
JavaScript,2009-02-22,11,2,1
JavaScript,2009-03-12,2361,586,25
JavaScript,2010-10-24,530,127,11
JavaScript,2010-09-26,4906,786,78
JavaScript,2011-05-14,4038,481,114
JavaScript,2010-02-19,150,23,8
JavaScript,2010-07-07,45519,57203,523
JavaScript,2009-05-02,920,166,30
JavaScript,2009-09-09,35,14,12
JavaScript,2010-04-22,1155,110,21
JavaScript,2011-07-29,128907939,24418913,5521
JavaScript,2010-04-25,91,29,6
JavaScript,2012-03-18,7260,4183,3686
JavaScript,2009-08-10,217,50,6
JavaScript,2010-01-30,4828,1134,40
JavaScript,2012-01-26,237216,16937,2064
JavaScript,2011-04-26,7439,1624,213
JavaScript,2012-01-07,8315,2377,576
JavaScript,2008-09-14,501,100,4
JavaScript,2011-06-25,100705,21776,328
JavaScript,2010-08-09,4134,802,70
JavaScript,2011-11-29,5418,1012,518
JavaScript,2010-10-17,1643,361,107
JavaScript,2010-10-15,61059,7287,233
JavaScript,2008-06-11,41089,9543,78
JavaScript,2011-10-02,3055,744,233
JavaScript,2009-08-13,160297,40455,298
JavaScript,2009-11-21,331017,25175,196
JavaScript,2010-06-09,123598,9777,148
JavaScript,2010-07-02,5703,1059,55
JavaScript,2010-05-04,96091,11098,229
JavaScript,2011-05-28,19147,1175,71
JavaScript,2009-10-28,28870,4737,86
JavaScript,2011-01-30,63283,4865,91
JavaScript,2010-09-28,18030,1719,86
JavaScript,2009-05-16,8,4,1
JavaScript,2010-06-22,736630,75465,480
JavaScript,2009-06-22,12795,2810,82
JavaScript,2009-06-15,13205,1436,32
JavaScript,2011-08-17,8846,1373,165
JavaScript,2008-06-20,194,64,10
JavaScript,2010-12-24,4080,780,82
JavaScript,2010-11-12,94673,9213,239
JavaScript,2009-08-09,18,9,9
JavaScript,2011-10-22,4719,1012,168
JavaScript,2009-12-09,2038,363,37
JavaScript,2011-06-20,150852,13847,716
JavaScript,2009-07-26,288053,87222,135
JavaScript,2010-06-13,1967,194,22
JavaScript,2012-03-01,740287,39911,3446
JavaScript,2010-06-11,303030,60552,497
JavaScript,2011-03-20,3836,784,83
JavaScript,2010-11-11,1507,219,50
JavaScript,2009-11-07,32914,2243,44
JavaScript,2010-10-12,26330,2916,177
JavaScript,2011-06-02,29293,2192,194
JavaScript,2009-09-17,53,8,3
JavaScript,2011-08-30,3494,885,181
JavaScript,2009-04-10,3309,773,31
JavaScript,2008-11-25,52,5,1
JavaScript,2010-11-03,77464,4407,236
JavaScript,2011-12-23,3641,880,496
JavaScript,2011-12-03,98904,10791,433
JavaScript,2009-04-21,533,51,6
JavaScript,2010-08-04,589,101,22
JavaScript,2011-07-04,11095,4888,489
JavaScript,2009-11-11,4859,543,22
JavaScript,2011-08-18,3017,868,121
JavaScript,2011-09-20,12569,2828,783
JavaScript,2012-02-21,66853,9140,1889
JavaScript,2009-12-23,16020,1352,42
JavaScript,2011-10-01,9860,831,130
JavaScript,2008-09-01,626184,55439,187
JavaScript,2011-03-31,6907,1691,142
JavaScript,2011-07-06,10427,5521,333
JavaScript,2009-07-12,298,178,23
JavaScript,2008-05-29,55,13,1
JavaScript,2011-01-09,87835,8693,179
JavaScript,2009-04-04,209,33,4
JavaScript,2009-04-14,196,53,21
JavaScript,2011-04-11,141502,14405,393
JavaScript,2012-03-13,82386,5407,4743
JavaScript,2012-02-16,5985,2946,2233
JavaScript,2011-08-24,17076,1786,171
JavaScript,2009-02-16,5371,990,27
JavaScript,2009-09-20,35113,6603,50
JavaScript,2011-09-18,3632,851,200
JavaScript,2010-11-28,30022,3301,170
JavaScript,2009-08-12,1663,433,9
JavaScript,2011-12-07,16116,1649,346
JavaScript,2010-10-10,4654,528,55
JavaScript,2011-07-24,26860,1412,237
JavaScript,2011-11-27,10119,4236,238
JavaScript,2009-08-02,628,48,8
JavaScript,2009-05-03,2278,457,34
JavaScript,2009-05-30,108,24,6
JavaScript,2009-12-26,269,38,8
JavaScript,2011-02-23,40241,7621,374
JavaScript,2011-04-13,16256,2519,239
JavaScript,2011-04-05,189586,21838,296
JavaScript,2011-04-02,222,35,24
JavaScript,2010-03-28,5226,2059,55
JavaScript,2011-04-08,405467,46714,1297
JavaScript,2011-10-17,1752,540,258
JavaScript,2010-12-19,115,29,14
JavaScript,2010-12-20,1233,113,42
JavaScript,2011-01-12,90064,9173,705
JavaScript,2011-05-22,7340,798,104
JavaScript,2009-10-08,10231,1008,18
JavaScript,2009-06-30,5205,539,11
JavaScript,2011-07-21,635280,84013,653
JavaScript,2009-12-07,1639,406,41
JavaScript,2011-08-28,1947,421,226
